id,size,color,source,target
Author. Hindi,1,#F2A2A11,1970 - 1980,1978
Author. Polish,1,#84B5B3,1978,"Філіпсон, Ніл: Як усі люди: Роман, № 11"
Bangladesh,1,#84B5B2,1960 - 1970,Australia
Bashkir,1,#D1605E,1960 - 1970,English
Belarus,1,#E59247,1960 - 1970,1960
Belarusian,1,#F2A2A11,1960,"Фокс, Лен: Пісенька про зрошення полів у В’єтнамі, № 04"
Belgium,1,#84B5B6,1960 - 1970,Australia
Bengali,1,#D1605E,1960 - 1970,English
Benin,1,#E59248,1960 - 1970,1960
Bolivia,1,#F2A2A12,1960,"Фокс, Лен: Колискова-бамбукова: Вірші, № 04"
Brazil,1,#84B5B3,1980 - 1990,Australia
Bulgaria,1,#D1605E,1980 - 1990,English
Bulgarian,1,#E59245,1980 - 1990,1986
"C, Ki-Вон: Спадкоємець: Оповідання, № 9/10",1,#F2A2A9,1986,"Форшоу, Тельма: Демонстрація: Оповідання, № 11"
Cameroon,1,#84B5B4,1980 - 1990,Australia
Canada. Literature in English,1,#D1605E,1980 - 1990,English
Canada. Literature in French,1,#E59246,1980 - 1990,1981
Catalonian,1,#F2A2A10,1981,"Шеппард, Тріш: Діти сліпоти: Роман, № 12"
Chile,1,#84B5B2,1970 - 1980,Austria
China,1,#84B5B1,1970 - 1980,German
Chinese,1,#D1605E,1970 - 1980,1976
Colombia,1,#E59246,1976,"Абрагам А Санта Клара: Опівнічні музики: Вірш, № 03"
Costa Rica,1,#F2A2A10,1990 - 2000,Austria
Country is unknown,1,#84B5B5,1990 - 2000,German
Croatia,1,#D1605E,1990 - 2000,1998
Croatian,1,#E59247,1998,"Артманн, Ганс Карл: Поезії, № 02"
Cuba,1,#F2A2A11,1990 - 2000,Austria
Cyprus,1,#84B5B3,1990 - 2000,German
Czech,1,#84B5B2,1990 - 2000,1998
Czech Republic,1,#D1605E,1998,"Бахманн, Інгеборг: Поезії, № 02"
Danish,1,#E59247,1990 - 2000,Austria
Dari,1,#F2A2A11,1990 - 2000,German
Democratic Republic of the Congo,1,#84B5B6,1990 - 2000,1991
Denmark,1,#D1605E,1991,"Бернгард, Томас: Три дні: Оповідання, № 04"
Dominican Republic,1,#E59248,1990 - 2000,Austria
Dutch,1,#F2A2A12,1990 - 2000,German
Ecuador,1,#84B5B3,1990 - 2000,1998
Egypt,1,#D1605E,1998,"Буста, Крістіна: Поезії, № 02"
El Salvador,1,#E59245,1980 - 1990,Austria
English,1,#F2A2A9,1980 - 1990,German
English and Gaelic,1,#84B5B4,1980 - 1990,1980
"English, Gaelic and Scottish spoken languages",1,#D1605E,1980,"Гандке(Хацдке), Петер: Жінка-лівша: Повість, № 02"
Esperanto,1,#E59246,1990 - 2000,Austria
Ethiopia,1,#F2A2A10,1990 - 2000,German
Farsi,1,#84B5B2,1990 - 2000,1998
"Farsi, arabic",1,#84B5B1,1998,"Гандке(Хацдке), Петер: Поезії, № 02"
Finland,1,#D1605E,1990 - 2000,Austria
Finnish,1,#E59246,1990 - 2000,German
Flemish,1,#F2A2A10,1990 - 2000,1994
France. French Literature,1,#84B5B5,1994,"Захер-Мазох, Леопольд фон: Дон Жуан з Коломиї: Повість, № 03"
France. Provence Literature,1,#D1605E,1990 - 2000,Austria
French,1,#E59247,1990 - 2000,German
Frisian,1,#F2A2A11,1990 - 2000,1994
"g’Heoro. Поймав!: Оповідання: -, № 05",1,#84B5B3,1994,"Захер-Мазох, Леопольд фон: Жіночі образки з Галичини: Оповідання, № 03"
Georgia,1,#84B5B2,1980 - 1990,Austria
Georgian,1,#D1605E,1980 - 1990,German
German,1,#E59247,1980 - 1990,1984
"German, Polish, Russian",1,#F2A2A11,1984,"Кайн, Франц: Дорога до гірського озера: Оповідання, № 05"
Germany. German Literature,1,#84B5B6,1970 - 1980,Austria
Germany. Sorbian Literature,1,#D1605E,1970 - 1980,German
Ghana,1,#E59248,1970 - 1980,1973
Great Britain. English Literature,1,#F2A2A12,1973,"Кайн, Франц: Сонет місту Леніна, № 11"
Great Britain. Scottish Literature,1,#84B5B4,1990 - 2000,Austria
Greece,1,#84B5B3,1990 - 2000,German
Greek,1,#D1605E,1990 - 2000,1990
Guatemala,1,#E59248,1990,"Каснер, Рудольф: Притчі, № 03"
Guiana,1,#84B5B4,1990 - 2000,Austria
Guinea-Bissau,1,#D1605E,1990 - 2000,German
Guyana,1,#E59246,1990 - 2000,1993
Haiti,1,#F2A2A10,1993,"Кафка, Франц: Вирок, № 3/4"
Hebrew,1,#84B5B5,1990 - 2000,Austria
Hindi,1,#D1605E,1990 - 2000,German
Honduras,1,#E59247,1990 - 2000,1993
Hungarian,1,#F2A2A11,1993,"Кафка, Франц: Сільський лікар, № 3/4"
Hungary,1,#84B5B0,1990 - 2000,Austria
"Ice: «Нема кому дивитись...»: [Поезії], № 07",1,#84B5B1,1990 - 2000,German
"Ice: «Покидають...», № 07",1,#D1605E,1990 - 2000,1993
Icelandic,1,#E59247,1993,"Кафка, Франц: Старовинний рукопис, № 3/4"
India,1,#F2A2A11,1990 - 2000,Austria
Indonesia,1,#84B5B6,1990 - 2000,German
Indonesian,1,#D1605E,1990 - 2000,1993
Iran,1,#E59248,1993,"Кафка, Франц: Перед законом, № 3/4"
Iraq,1,#F2A2A12,1990 - 2000,Austria
Ireland,1,#84B5B1,1990 - 2000,German
Israel,1,#84B5B0,1990 - 2000,1993
Italian,1,#D1605E,1993,"Кафка, Франц: Шакали і араби, № 3/4"
Italy,1,#E59248,1990 - 2000,Austria
Jamaica,1,#F2A2A12,1990 - 2000,German
Japan,1,#84B5B7,1990 - 2000,1993
Japanese,1,#D1605E,1993,"Кафка, Франц: Звіт для академії, № 3/4"
Jordan,1,#E59249,1990 - 2000,Austria
"K, Отохіко: Чужина: Оповідання, № 09",1,#F2A2A13,1990 - 2000,German
Kenya,1,#84B5B4,1990 - 2000,1993
Korea,1,#84B5B3,1993,"Кафка, Франц: Мисливець Гракх, № 3/4"
Korean,1,#84B5B3,1990 - 2000,Austria
Latin,1,#D1605E,1990 - 2000,German
Latvia,1,#E59246,1990 - 2000,1993
Latvian,1,#F2A2A10,1993,"Кафка, Франц: При будові Китайського муру, № 3/4"
Lebanon,1,#84B5B5,1990 - 2000,Austria
Libya,1,#D1605E,1990 - 2000,German
Literature in Esperanto,1,#E59247,1990 - 2000,1993
Lithuania,1,#F2A2A11,1993,"Кафка, Франц: Герб міста, № 3/4"
Lithuanian,1,#84B5B0,1990 - 2000,Austria
Luxembourg,1,#84B5B1,1990 - 2000,German
Macedonia,1,#D1605E,1990 - 2000,1993
Macedonian,1,#E59247,1993,"Кафка, Франц: Відмова, № 3/4"
Madagascar,1,#F2A2A11,1990 - 2000,Austria
Malagasy,1,#84B5B6,1990 - 2000,German
Malawi,1,#D1605E,1990 - 2000,1993
Malayalam,1,#E59248,1993,"Кафка, Франц: Стерновий, № 3/4"
Mali,1,#F2A2A12,1990 - 2000,Austria
Marathi,1,#84B5B1,1990 - 2000,German
Martinique,1,#84B5B0,1990 - 2000,1993
Mauritius,1,#D1605E,1993,"Кафка, Франц: Дзига, № 3/4"
Mexico,1,#E59248,1990 - 2000,Austria
Middle High German,1,#F2A2A12,1990 - 2000,German
Modern Greek,1,#84B5B7,1990 - 2000,1993
Moldova,1,#D1605E,1993,"Кафка, Франц: У дорогу: Оповідання, № 3/4"
Moldovan,1,#E59249,1960 - 1970,Austria
Mongolia,1,#F2A2A13,1960 - 1970,German
Mongolian,1,#84B5B4,1960 - 1970,1963
Morocco,1,#D1605E,1963,"Кафка, Франц: Кочегар: Розд. з роману «Америка», № 12"
Mozambique,1,#E59246,1960 - 1970,Austria
Nepal,1,#F2A2A10,1960 - 1970,German
Nepali,1,#84B5B5,1960 - 1970,1963
"Netherlands, Literature in Frisian Language",1,#D1605E,1963,"Кафка, Франц: Перевтілення: Оповідання, № 12"
Netherlands. Literature in Dutch,1,#E59247,1960 - 1970,Austria
Nicaragua,1,#F2A2A11,1960 - 1970,German
Nigeria,1,#84B5B0,1960 - 1970,1963
"№1. Гасло: «Знак Зоро»: Жовтнева пригода: Оповідання, № 45",1,#84B5B1,1963,"Кафка, Франц: Верхи на кадобі: Новела, № 12"
"№2. Гасло: «Мета виправдує засіб»: Батько: Оповідання, № 46",1,#D1605E,1960 - 1970,Austria
"№3. Девіз: «Хвали мене, моя губонько: Без: Оповідання, № 47",1,#E59247,1960 - 1970,German
"№4. Девіз: «На конкурс»: Вороги: Оповідання, № 48",1,#F2A2A11,1960 - 1970,1963
"№5. Девіз: «За Збруч!»: Людська злоба: Оповідання, № 49",1,#84B5B6,1963,"Кафка, Франц: Перед брамою закону: Урив, з роману «Процес», № 12"
"№6. Девіз: «Життя»: Манька: Оповідання, № 50",1,#D1605E,1960 - 1970,Austria
Norway,1,#E59248,1960 - 1970,German
Norwegian,1,#F2A2A12,1960 - 1970,1963
Occitan(Provençal),1,#84B5B1,1963,"Кафка, Франц: Імператорське послання: Новела, № 12"
Old Chinese,1,#84B5B0,1990 - 2000,Austria
Old Church Slavonic,1,#D1605E,1990 - 2000,German
Old French,1,#E59248,1990 - 2000,2000
Old High German,1,#F2A2A12,2000,"Кафка, Франц: Перевтілення: Оповідання, № 1/2"
Old Irish,1,#84B5B7,1990 - 2000,Austria
Old Persian,1,#D1605E,1990 - 2000,German
Pakistan,1,#E59249,1990 - 2000,1998
Palestine,1,#F2A2A13,1998,"Кафка, Франц: Три оповідання: Перше горе, № 5/6"
Panama,1,#84B5B4,1990 - 2000,Austria
Paraguay,1,#D1605E,1990 - 2000,German
Pashto,1,#E59246,1990 - 2000,1998
Persian,1,#F2A2A10,1998,"Кафка, Франц: Жіночка, № 5/6"
Philippines,1,#84B5B5,1990 - 2000,Austria
Poland,1,#D1605E,1990 - 2000,German
Polish,1,#E59247,1990 - 2000,1998
"Polish, Latin",1,#F2A2A11,1998,"Кафка, Франц: Співачка Жозефіна, або Мишачий народ, № 5/6"
Portugal,1,#84B5B0,1990 - 2000,Austria
Portuguese,1,#84B5B1,1990 - 2000,German
Puerto Rico,1,#D1605E,1990 - 2000,1999
Punjabi,1,#E59247,1999,"Кіш, Егон Ервін: Витатуйований портрет: Оповідання, № 9/10"
Republic of Cabo Verde,1,#F2A2A11,1920 - 1930,Austria
Réunion,1,#84B5B6,1920 - 1930,German
Rhaeto-Romance,1,#D1605E,1920 - 1930,1928
Romania,1,#E59248,1928,"Кіш, Егон Ервін: Кахетинське червоне: Оповідання, № 34"
Romanian,1,#F2A2A12,1990 - 2000,Austria
Rothenburg dialect,1,#84B5B1,1990 - 2000,German
Russia. Bashkir Literature,1,#84B5B0,1990 - 2000,1998
Russia. Ingush Literature,1,#D1605E,1998,"Майрекер, Фрідеріке: Поезії, № 02"
Russia. Russian Literature,1,#E59248,1990 - 2000,Austria
Russia. Tatar Literature,1,#F2A2A12,1990 - 2000,German
Russian,1,#84B5B7,1990 - 2000,1999
São Tomé,1,#D1605E,1999,"Музіль, Роберт: Гріджія: Новела, № 07"
Saudi Arabia,1,#E59249,1990 - 2000,Austria
Senegal,1,#F2A2A13,1990 - 2000,German
Serbian,1,#84B5B2,1990 - 2000,1992
Serbo-Croatian,1,#84B5B1,1992,"Рансмайр, Крістоф: Останній світ: Роман, № 3/4"
Sierra Leone,1,#D1605E,1970 - 1980,Austria
Slovak,1,#E59249,1970 - 1980,German
Slovakia,1,#84B5B5,1970 - 1980,1973
Slovene,1,#D1605E,1973,"Рільке, Райнер Марія: Дума про кохання і смерть корнета Крістофера Рільке: Поезія в прозі, № 10"
Slovenia,1,#E59247,1970 - 1980,Austria
Sorbian,1,#F2A2A11,1970 - 1980,German
South Africa,1,#84B5B6,1970 - 1980,1973
Spain. Catalonian Literature,1,#D1605E,1973,"Рільке, Райнер Марія: Поезії, № 10"
Spain. Spanish Literature,1,#E59248,1990 - 2000,Austria
Spanish,1,#F2A2A12,1990 - 2000,German
Sri Lanka,1,#84B5B2,1990 - 2000,2000
Sudan,1,#84B5B3,2000,"Рільке, Райнер Марія: З дитинства: Вірш, № 7/8"
Swahili,1,#D1605E,1960 - 1970,Austria
Sweden,1,#E59248,1960 - 1970,German
Swedish,1,#F2A2A12,1960 - 1970,1968
Switzerland. Literature in French,1,#84B5B7,1968,"Рільке, Райнер Марія: Поезії, № 02"
Switzerland. Literature in German,1,#D1605E,1990 - 2000,Austria
Switzerland. Literature in Rhaeto-Romance Language,1,#E59249,1990 - 2000,German
Switzerland. Literature in Spanish,1,#F2A2A13,1990 - 2000,1991
Syria,1,#84B5B1,1991,"Рільке, Райнер Марія: Поезії, № 01"
Tagalog,1,#84B5B2,1960 - 1970,Austria
Tajikistan,1,#D1605E,1960 - 1970,German
Tamil,1,#E59249,1960 - 1970,1966
Tatar,1,#F2A2A13,1966,"Рільке, Райнер Марія: Поезії, № 04"
Telugu,1,#84B5B8,1980 - 1990,Austria
Trinidad and Tobago,1,#D1605E,1980 - 1990,German
Turkey,1,#E59250,1980 - 1990,1981
Turkish,1,#F2A2A14,1981,"Рот, Йозеф: Ціппер та його батько: Роман, № 08"
Ukraine. Literature in other languages,1,#84B5B4,1970 - 1980,Austria
Ukraine. Literature in Ukranian,1,#84B5B3,1970 - 1980,German
Ukraine. Ukranian diaspora literature. Canada,1,#84B5B3,1970 - 1980,1975
Ukranian,1,#D1605E,1975,"Тракль, Георг: Поезії, № 10"
Upper Sorbian language,1,#E59247,1990 - 2000,Austria
Urdu,1,#F2A2A11,1990 - 2000,German
Uruguay,1,#84B5B6,1990 - 2000,1994
USA. Literature in English,1,#D1605E,1994,"Фрід, Еріх: Поезії, № 09"
USA. Literature in Yiddish,1,#E59248,1990 - 2000,Austria
Venezuela,1,#F2A2A12,1990 - 2000,German
Vietnam,1,#84B5B2,1990 - 2000,1998
Vietnamese,1,#84B5B3,1998,"Фрітш, Гергарт: Поезії, № 02"
Yiddish,1,#D1605E,1960 - 1970,Austria
"Yugoslavia(Serbia, Montenegro, Bosnia)",1,#E59248,1960 - 1970,German
Zambia,1,#F2A2A12,1960 - 1970,1966
Zanzibar(Tanzania),1,#84B5B7,1966,"Фуссенегер, Гертруда: Тютюновий город: Оповідання, № 11"
Zimbabwe,1,#D1605E,1930 - 1940,Austria
"Ааф’єс, Бертус: Мудрець у кімоно: Оповідання, № 09",1,#E59249,1930 - 1940,-
"Абалос, Хорхе: Цинік: Новела, № 02",1,#F2A2A13,1930 - 1940,1932
"Абар, Мір: Поезії, № 08",1,#84B5B1,1932,"Хайду, Юліус: Новий світ: Урив з кн, № 31/33"
"Абе, Кобо: Людина-коробка: Роман, № 06",1,#84B5B2,1980 - 1990,Austria
"Абе, Кобо: Прірва часу: Оповідання, № 06",1,#D1605E,1980 - 1990,German
"Абе, Суміко: Оновлена пустеля: [Вірш], № 07",1,#E59249,1980 - 1990,1988
"Абрагам А Санта Клара: Опівнічні музики: Вірш, № 03",1,#F2A2A13,1988,"Цвейг, Стефан: Пломбований поїзд: Оповідання: з кн. «Зоряні години людства», № 11"
"Абрагамс, Пітер: Боєць «Умконто ве Сізве». Земля суперечностей: [Вірш], № 03",1,#84B5B8,1960 - 1970,Austria
"Абрагамс, Пітер: На поклик волі: Роман, № 12",1,#D1605E,1960 - 1970,German
"Абурто, Хуан: Зниклі безвісти: Оповідання, № 8/9",1,#E59250,1960 - 1970,1962
"Авано, Сейхо: «В Осака..»: Хайку, № 08",1,#F2A2A14,1962,"Цвейг, Стефан: Фрагмент новели: 3 маловідомої спадщини, № 10"
"Аввад, Тауфік Юсеф: Орден: Новела, № 05",1,#84B5B5,1970 - 1980,Austria
"Автор точно не встановлений: Пісня, № 08",1,#D1605E,1970 - 1980,German
"Аг’єйя (спр. ім’я - Саччідананд Хіра-нанд Ватсаян): Поезії, № 11",1,#E59247,1970 - 1980,1978
"Агірре, Мірта: Лицарський романс про Че Гевару, № 01",1,#F2A2A11,1978,"Целан, Пауль: Поезії, № 06"
"Аграваль, Бгаратбгушан: Спогад: Вірш, № 09",1,#84B5B6,1920 - 1930,Austria
"Агуеро, Омега: [Поезії], № 01",1,#D1605E,1920 - 1930,German
"Агуеро, Омега: Хист: Новела, № 01",1,#E59248,1920 - 1930,1926
"Адамо, Себастьяно: Ол райт: Новела, № 03",1,#F2A2A12,1926,"Цур Мюлен, Гермінія: Дрібнота: Оповідання, № 03"
"Адамс, Дуглас: Життя, всесвіт і все суще: Роман-фантасмагорія, № 07",1,#84B5B2,1920 - 1930,Austria
"Адамс, Дуглас: Життя, всесвіт і все суще: Роман-фантасмагорія, № 08",1,#84B5B3,1920 - 1930,German
"Адамс, Дуглас: Життя, всесвіт і все суще: Роман-фантасмагорія, № 09",1,#D1605E,1920 - 1930,1927
"Адамс, Дуглас: Життя, всесвіт і все суще: Роман-фантасмагорія, № 10",1,#E59248,1927,"Цур Мюлен, Гермінія: Перлина: Оповідання, № 27"
"Адамс, Дуглас: Путівник по Галактиці для космотуристів: Роман, № 08",1,#F2A2A12,1920 - 1930,Austria
"Адамс, Дуглас: Ресторан на краю Всесвіту: Повість, № 03",1,#84B5B7,1920 - 1930,German
"Адамс, Петер: Позичене обличчя: Роман, № 12",1,#D1605E,1920 - 1930,1927
"Аджідарма, Сено Гуміро: Дорога до раю: Оповідання, № 9/10",1,#E59249,1927,"Цур Мюлен, Гермінія: Штепсель: Оповідання, № 41"
"Аді, Ендре: [Поезії], № 10",1,#F2A2A13,1990 - 2000,Austria
"Аді, Ендре: Дітям урок з історії: [Вірш], № 04",1,#84B5B1,1990 - 2000,German
"Азімов, Айзек: Відчуття сили: Оповідання, № 10",1,#84B5B2,1990 - 2000,1994
"Азімов, Айзек: Зелені цяточки: Оповідання, № 11",1,#D1605E,1994,"Яндль, Ернст: Поезії, № 09"
"Азімов, Айзек: І що воно таке - кохання?: Оповідання, № 07",1,#E59249,1990 - 2000,Austria
"Азімов, Айзек: Сліпуче сяйво нової зірки: Оповідання, № 12",1,#F2A2A13,1990 - 2000,German
"Азімов, Айзек: Сховище: Оповідання, № 05",1,#84B5B8,1990 - 2000,1998
"Ай, Бегзат: Листування батька з сином: Оповідання, № 10",1,#D1605E,1998,"Яндль, Ернст: Поезії, № 02"
"Ай, У: Донор: Оповідання, № 02",1,#E59250,1960 - 1970,Albania
"Ай, Цін: Закам’яніла риба: [Вірш], № 10",1,#F2A2A14,1960 - 1970,Albanian
"Айдіт, Д[іпа] Н[усантара]: Він і мертвий житиме вічно: [Вірш], № 02",1,#84B5B5,1960 - 1970,1961
"Айні, Леа: Білий костюм: Оповідання, № 12",1,#D1605E,1961,"Буджелі, Каміль: Королівський кінь і нові вершники: Роман(скорочено), № 06"
"Айст, Дітмар фон: «Ах, наближається той час...»: [Вірш], № 03",1,#E59247,1960 - 1970,Albania
"Айхендорф, Йозеф фон: Лісова розмова: [Вірш], № 03",1,#F2A2A11,1960 - 1970,Albanian
"Акен, Піт Ван: Поснулі собаки: Повість, № 02",1,#84B5B6,1960 - 1970,1961
"Акілан: Рятуючись від зливи: Оповідання, № 10",1,#D1605E,1961,"Буджелі, Каміль: Королівський кінь і нові вершники: Роман(скорочено), № 07"
"Акуне, Жюн [Дзьон]: Опівнічне сяйво: [Вірш], № 07",1,#E59248,1960 - 1970,Albania
"Акутагава, Рюноске: Жаби: Оповідання, № 07",1,#F2A2A12,1960 - 1970,Albanian
"Акутагава, Рюноске: Павутинка: Оповідання, № 07",1,#84B5B2,1960 - 1970,1960
"Акутагава, Рюноске: Три скарби: Сценка, № 07",1,#84B5B3,1960,"Д’ята, Фатмір: Жовті води: Оповідання, № 01"
"Алас, Леопольдо: Суперники: Новела, № 02",1,#D1605E,1960 - 1970,Albania
"Албу, Флоренца: Трактористи: [Вірш], № 03",1,#E59248,1960 - 1970,-
"Алегрія, Фернандо: Віктор Хара: [Вірші], № 06",1,#F2A2A12,1960 - 1970,1960
"Алегрія, Фернандо: Заспіваймо пісню, мамо, № 06",1,#84B5B7,1960,"Щощ, А: Останнє слово, № 05"
"Алейксандре, Вісенте: Тобі, Живій: [Вірш], № 02",1,#D1605E,1960 - 1970,Albania
"Александру, Іоан: [Поезії], № 03",1,#E59249,1960 - 1970,-
"Алерамо, Сибілла: [article Поезії], № 08",1,#F2A2A13,1960 - 1970,1960
"Алешко В: Мотор і сурма: Новела, № 8/9",1,#84B5B1,1960,"Щощ, А: Роздавач премій, № 05"
"Алі, Моза: Джоне, верни мені свободу!, № 03",1,#84B5B2,1960 - 1970,Albania
"Алі, Моза: Співає півень, що світанок буде: Вірші, № 03",1,#D1605E,1960 - 1970,-
"Алі: Новий Донбас: [Вірш], № 03",1,#E59249,1960 - 1970,1960
"Алкасар, Балтасар дель: «Похмуре небо грозове, Хуано...»: Епіграма, № 01",1,#F2A2A13,1960,"Щощ, А: Не залякаєш: Епіграми, № 05"
"Алле, Альфонс: Винагороджена доброта: Гуморески, № 09",1,#84B5B8,1970 - 1980,Algeria
"Алле, Альфонс: Казка, № 09",1,#D1605E,1970 - 1980,French
"Алле, Альфонс: Маленька Мадлен, № 09",1,#E59250,1970 - 1980,1972
"Алле, Альфонс: Мій дебют у пресі, № 09",1,#F2A2A14,1972,"Амруш, Жан: Алжірська боротьба: Вірш, № 10"
"Аллен, Вуді: Бог: П’єса, № 04",1,#84B5B0,1970 - 1980,Algeria
"Аллен, Вуді: Кугельмасова пригода: Оповідання, № 07",1,#84B5B1,1970 - 1980,French
"Аллен, Вуді: Про мафію і про літературу: Гуморески, № 07",1,#D1605E,1970 - 1980,1976
"Аллон, Лія: Замкнений простір: Вірш, № 12",1,#E59250,1976,"Ашур, Мулуд: Сенс Життя: Оповідання, № 01"
"аль-Баяті, Абд-аль-Ваххаб: [Поезії], № 06",1,#84B5B6,1970 - 1980,Algeria
"аль-Баяті, Хасан: Три поезії, № 03",1,#D1605E,1970 - 1980,French
"аль-Джавахірі, Мухаммед Махді: Душа: [Вірш], № 06",1,#E59248,1970 - 1980,1979
"аль-Кадер, Алі Сідкі Абд: Волю колоніям!: [Вірш], № 07",1,#F2A2A12,1979,"Булануар, Мессаур: Вступ: Вірш, № 06"
"аль-Кадер, Алі Сідкі Абд: Піщинки: [Вірш], № 10",1,#84B5B7,1980 - 1990,Algeria
"аль-Каялі, Маввахіб: Хліб знедолених: Оповідання, № 02",1,#D1605E,1980 - 1990,Arabic
"аль-Куаїд, Мухаммед Юсуф: Жура моя Абу Заабаль: Оповідання, № 08",1,#E59249,1980 - 1990,1988
"аль-Куні, Ібрагім: Ковток крові: Оповідання, № 06",1,#F2A2A13,1988,"Ваттар, Ат-Тахір: Весілля мула: Роман, № 03"
"аль-Куні, Ібрагім: Пізньої ночі: Оповідання, № 08",1,#84B5B4,1980 - 1990,Algeria
"аль-Куні, Ібрагім: Повінь, № 08",1,#84B5B5,1980 - 1990,Arabic
"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман: «Чорнявенькийти мій...»: Оповідання, № 10",1,#D1605E,1980 - 1990,1980
"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман: Боротися на смерть: (Мау-мау): Африк, новела, № 03",1,#E59249,1980,"Ваттар, Ат-Тахір: Туз: Роман, № 01"
"аль-Хамісі, Абд ар-Рахман(Абдаррах-ман: Війська султана: Вірш, № 06",1,#F2A2A13,1980 - 1990,Algeria
"Аль-Харфі, Салех ібн-Салех: Трагедія Табасси: [Вірш], № 06",1,#84B5B8,1980 - 1990,Arabic
